Y,Yt-1,Yt-2
17383,17260,18513
17260,18513,17477
18513,17477,18482
17477,18482,12094
18482,12094,16845
12094,16845,10962
16845,10962,11099
10962,11099,15963
11099,15963,10588
15963,10588,18949
10588,18949,18137
18949,18137,16211
18137,16211,18809
16211,18809,16483
18809,16483,16946
16483,16946,18030
16946,18030,19417
18030,19417,10375
19417,10375,15861
10375,15861,17578
15861,17578,16740
17578,16740,11158
16740,11158,13050
11158,13050,11571
13050,11571,10275
11571,10275,15384
10275,15384,18760
15384,18760,10473
18760,10473,19925
10473,19925,16169
19925,16169,15813
16169,15813,13793
15813,13793,13048
13793,13048,18318
13048,18318,12883
18318,12883,13350
12883,13350,17571
13350,17571,10599
17571,10599,16788
10599,16788,16889
16788,16889,15707
16889,15707,12582
15707,12582,15882
12582,15882,18704
15882,18704,12515
18704,12515,16828
12515,16828,17422
16828,17422,16025
17422,16025,10267
16025,10267,12037
10267,12037,12333
12037,12333,11933
12333,11933,15585
11933,15585,12943
15585,12943,11912
12943,11912,17317
11912,17317,11522
17317,11522,18448
11522,18448,17140
18448,17140,16225
17140,16225,16190
16225,16190,18358
16190,18358,10822
18358,10822,13195
10822,13195,11981
13195,11981,13777
11981,13777,16410
13777,16410,19620
16410,19620,13500
19620,13500,19593
13500,19593,11562
19593,11562,13511
11562,13511,19803
13511,19803,15404
19803,15404,13539
15404,13539,19938
13539,19938,16226
19938,16226,10226
16226,10226,15481
10226,15481,19473
15481,19473,19053
19473,19053,16232
19053,16232,13276
16232,13276,17539
13276,17539,15710
17539,15710,19504
15710,19504,18416
19504,18416,12321
18416,12321,15041
12321,15041,16020
15041,16020,18224
16020,18224,18417
18224,18417,16479
18417,16479,12645
16479,12645,11925
12645,11925,14693
11925,14693,14300
14693,14300,17484
14300,17484,12757
17484,12757,17270
12757,17270,19486
17270,19486,15509
19486,15509,16100
15509,16100,18119
16100,18119,15295
18119,15295,15683
15295,15683,12267
15683,12267,15839
12267,15839,16990
15839,16990,15747
16990,15747,18390
15747,18390,12997
18390,12997,15819
12997,15819,17387
15819,17387,11548
17387,11548,15780
11548,15780,11101
15780,11101,15510
11101,15510,17159
15510,17159,13222
17159,13222,14055
13222,14055,10602
14055,10602,11864
10602,11864,13776
11864,13776,16654
13776,16654,11957
16654,11957,17324
11957,17324,18733
17324,18733,16869
18733,16869,19590
16869,19590,18413
19590,18413,18747
18413,18747,17280
18747,17280,12389
17280,12389,15329
12389,15329,15836
15329,15836,17416
15836,17416,10859
17416,10859,15079
10859,15079,17500
15079,17500,18658
17500,18658,18076
18658,18076,17349
18076,17349,16288
17349,16288,15590
16288,15590,12130
15590,12130,14029
12130,14029,14059
14029,14059,14575
14059,14575,10296
14575,10296,15393
10296,15393,10766
15393,10766,16331
10766,16331,14384
16331,14384,10786
14384,10786,11405
10786,11405,15174
11405,15174,16489
15174,16489,19149
16489,19149,19500
19149,19500,14117
19500,14117,15902
14117,15902,17853
15902,17853,11598
17853,11598,11145
11598,11145,13949
11145,13949,19615
13949,19615,15148
19615,15148,10351
15148,10351,19756
10351,19756,19764
19756,19764,10352
19764,10352,13170
10352,13170,17239
13170,17239,18005
17239,18005,16739
18005,16739,18490
16739,18490,13322
18490,13322,19828
13322,19828,19443
19828,19443,18721
19443,18721,19280
18721,19280,11730
19280,11730,14358
11730,14358,19310
14358,19310,12601
19310,12601,11615
12601,11615,12553
11615,12553,17582
12553,17582,11181
17582,11181,17810
11181,17810,14036
17810,14036,11241
14036,11241,14544
11241,14544,15451
14544,15451,16389
15451,16389,17643
16389,17643,11752
17643,11752,10549
11752,10549,15117
10549,15117,17452
15117,17452,19589
17452,19589,18078
19589,18078,19256
18078,19256,13245
19256,13245,13979
13245,13979,18429
13979,18429,12608
18429,12608,19342
12608,19342,11161
19342,11161,17192
11161,17192,10380
17192,10380,11625
10380,11625,16527
11625,16527,11632
16527,11632,10107
11632,10107,13140
10107,13140,17962
13140,17962,18143
17962,18143,17816
18143,17816,19428
17816,19428,11781
19428,11781,19428
11781,19428,15241
19428,15241,17668
15241,17668,13881
17668,13881,12236
13881,12236,17252
12236,17252,13196
17252,13196,11150
13196,11150,10874
11150,10874,16545
10874,16545,17107
16545,17107,10818
17107,10818,11719
10818,11719,14330
11719,14330,10376
14330,10376,13867
10376,13867,16686
13867,16686,11474
16686,11474,11040
11474,11040,17180
11040,17180,16635
17180,16635,12747
16635,12747,16625
12747,16625,19397
16625,19397,10484
19397,10484,14127
10484,14127,16340
14127,16340,13161
16340,13161,10363
13161,10363,17891
10363,17891,14889
17891,14889,16283
14889,16283,17543
16283,17543,10983
17543,10983,10718
10983,10718,14500
10718,14500,19920
14500,19920,13993
19920,13993,14493
13993,14493,17322
14493,17322,15262
17322,15262,11606
15262,11606,18026
11606,18026,17963
18026,17963,16570
17963,16570,16745
16570,16745,11846
16745,11846,10317
11846,10317,16133
10317,16133,14925
16133,14925,10124
14925,10124,14761
10124,14761,16303
14761,16303,13871
16303,13871,10272
13871,10272,13883
10272,13883,15433
13883,15433,16258
15433,16258,19507
16258,19507,18203
19507,18203,13104
18203,13104,17123
13104,17123,13465
17123,13465,17188
13465,17188,16879
17188,16879,19818
16879,19818,12423
19818,12423,11467
12423,11467,11000
11467,11000,17567
11000,17567,16459
17567,16459,14047
16459,14047,19295
14047,19295,16407
19295,16407,15550
16407,15550,13189
15550,13189,13529
13189,13529,18534
13529,18534,12213
18534,12213,10298
12213,10298,18517
10298,18517,15098
18517,15098,13907
15098,13907,17682
13907,17682,12756
17682,12756,12376
12756,12376,16855
12376,16855,14294
16855,14294,10285
14294,10285,11748
10285,11748,12555
11748,12555,16345
12555,16345,11550
16345,11550,16549
11550,16549,17927
16549,17927,11745
17927,11745,11213
11745,11213,18637
11213,18637,11087
18637,11087,10023
11087,10023,11903
10023,11903,10957
11903,10957,12493
10957,12493,14392
12493,14392,12015
14392,12015,19815
12015,19815,13584
19815,13584,13713
13584,13713,19254
13713,19254,10858
19254,10858,18370
10858,18370,17644
18370,17644,12792
17644,12792,13162
12792,13162,15516
13162,15516,16269
15516,16269,13437
16269,13437,11222
13437,11222,17589
11222,17589,18218
17589,18218,12344
18218,12344,18499
12344,18499,14075
18499,14075,10276
14075,10276,18911
10276,18911,16352
18911,16352,10580
16352,10580,12739
10580,12739,19847
12739,19847,14911
19847,14911,16701
14911,16701,18746
16701,18746,13198
18746,13198,10512
13198,10512,11419
10512,11419,11488
11419,11488,14038
11488,14038,17870
14038,17870,18903
17870,18903,11631
18903,11631,19189
11631,19189,13478
19189,13478,18443
13478,18443,19106
18443,19106,13367
19106,13367,18699
13367,18699,12417
18699,12417,16397
12417,16397,14038
16397,14038,12397
14038,12397,17690
12397,17690,13364
17690,13364,11221
13364,11221,13515
11221,13515,15229
13515,15229,18451
15229,18451,13005
18451,13005,15268
13005,15268,10768
15268,10768,14968
10768,14968,12996
14968,12996,10840
12996,10840,17348
10840,17348,15733
17348,15733,15562
15733,15562,18322
15562,18322,11422
18322,11422,17710
11422,17710,15671
17710,15671,19562
15671,19562,18209
19562,18209,13712
18209,13712,13271
13712,13271,18572
13271,18572,18673
18572,18673,18181
18673,18181,12774
18181,12774,10235
12774,10235,10364
10235,10364,10325
10364,10325,11616
10325,11616,17532
11616,17532,17318
17532,17318,14760
17318,14760,17868
14760,17868,11641
17868,11641,13975
11641,13975,15739
13975,15739,16037
15739,16037,14973
16037,14973,19465
14973,19465,10597
19465,10597,17333
10597,17333,12659
17333,12659,14559
12659,14559,12798
14559,12798,18114
12798,18114,18018
18114,18018,13780
18018,13780,15732
13780,15732,12481
15732,12481,11671
12481,11671,16689
11671,16689,19353
16689,19353,17930
19353,17930,19111
17930,19111,16034
19111,16034,15338
16034,15338,10286
15338,10286,19008
10286,19008,12977
19008,12977,12630
12977,12630,15716
12630,15716,13084
15716,13084,19132
13084,19132,11118
19132,11118,13610
11118,13610,19871
13610,19871,16423
19871,16423,13126
16423,13126,14560
13126,14560,16992
14560,16992,14139
16992,14139,19255
14139,19255,17227
19255,17227,13547
17227,13547,11890
13547,11890,12607
11890,12607,17833
12607,17833,12693
17833,12693,16308
12693,16308,19364
16308,19364,11199
19364,11199,11132
11199,11132,19249
11132,19249,12050
19249,12050,15831
12050,15831,17765
15831,17765,19598
17765,19598,18516
19598,18516,17898
18516,17898,16554
17898,16554,15494
16554,15494,14443
15494,14443,18487
14443,18487,13856
18487,13856,10696
13856,10696,14631
10696,14631,14206
14631,14206,12689
14206,12689,13211
12689,13211,15365
13211,15365,19315
15365,19315,11120
19315,11120,17118
11120,17118,16412
17118,16412,15195
16412,15195,15697
15195,15697,11374
15697,11374,11299
11374,11299,15522
11299,15522,19868
15522,19868,19638
19868,19638,19230
19638,19230,18783
19230,18783,11903
18783,11903,16128
11903,16128,12675
16128,12675,15087
12675,15087,10290
15087,10290,19773
10290,19773,19919
19773,19919,11588
19919,11588,11299
11588,11299,10270
11299,10270,13077
10270,13077,14369
13077,14369,14969
14369,14969,18972
14969,18972,16173
18972,16173,13841
16173,13841,16648
13841,16648,17030
16648,17030,19648
17030,19648,18654
19648,18654,16921
18654,16921,14119
16921,14119,18683
14119,18683,10494
18683,10494,12374
10494,12374,16376
12374,16376,10495
16376,10495,13305
10495,13305,17697
13305,17697,18588
17697,18588,16104
18588,16104,16276
16104,16276,12466
16276,12466,14616
12466,14616,14403
14616,14403,11218
14403,11218,15420
11218,15420,13441
15420,13441,19707
13441,19707,12808
19707,12808,11436
12808,11436,12870
11436,12870,16057
12870,16057,17475
16057,17475,18496
17475,18496,11199
18496,11199,19534
11199,19534,12090
19534,12090,18600
12090,18600,17087
18600,17087,17660
17087,17660,16692
17660,16692,18695
16692,18695,10160
18695,10160,15418
10160,15418,18060
15418,18060,16337
18060,16337,18083
16337,18083,19426
18083,19426,11272
19426,11272,19250
11272,19250,11766
19250,11766,13111
11766,13111,14729
13111,14729,17902
14729,17902,18108
17902,18108,12618
18108,12618,15321
12618,15321,15317
15321,15317,19973
15317,19973,15419
19973,15419,13527
15419,13527,18400
13527,18400,11456
18400,11456,19390
11456,19390,10975
19390,10975,11549
10975,11549,10097
11549,10097,10621
10097,10621,13225
10621,13225,17297
13225,17297,19386
17297,19386,16013
19386,16013,14230
16013,14230,13228
14230,13228,16039
13228,16039,13211
16039,13211,13218
13211,13218,10726
13218,10726,10427
10726,10427,10763
10427,10763,10452
10763,10452,15067
10452,15067,19341
15067,19341,13944
19341,13944,11663
13944,11663,15936
11663,15936,15719
15936,15719,17826
15719,17826,11720
17826,11720,15188
11720,15188,12211
15188,12211,12909
12211,12909,10090
12909,10090,14402
10090,14402,14290
14402,14290,11892
14290,11892,11405
11892,11405,18303
11405,18303,18759
18303,18759,10470
18759,10470,15601
10470,15601,15263
15601,15263,10972
15263,10972,19474
10972,19474,12652
19474,12652,13664
12652,13664,12737
13664,12737,19803
12737,19803,15128
19803,15128,19230
15128,19230,17064
19230,17064,14378
17064,14378,17915
14378,17915,17579
17915,17579,17852
17579,17852,12597
17852,12597,15466
12597,15466,13787
15466,13787,15153
13787,15153,11147
15153,11147,14988
11147,14988,18876
14988,18876,16494
18876,16494,17316
16494,17316,18724
17316,18724,10873
18724,10873,16254
10873,16254,14767
16254,14767,19647
14767,19647,17619
19647,17619,13972
17619,13972,15349
13972,15349,10452
15349,10452,14050
10452,14050,13477
14050,13477,10041
13477,10041,12327
10041,12327,11174
12327,11174,18008
11174,18008,15355
18008,15355,14963
15355,14963,13348
14963,13348,14659
13348,14659,12298
14659,12298,15352
12298,15352,17382
15352,17382,12553
17382,12553,15753
12553,15753,11089
15753,11089,13053
11089,13053,15037
13053,15037,12474
15037,12474,19576
12474,19576,11996
19576,11996,19457
11996,19457,11595
19457,11595,14946
11595,14946,19492
14946,19492,13598
19492,13598,17693
13598,17693,13712
17693,13712,18194
13712,18194,18130
18194,18130,19614
18130,19614,15562
19614,15562,16509
15562,16509,16060
16509,16060,17986
16060,17986,19331
17986,19331,16841
19331,16841,19429
16841,19429,11541
19429,11541,12779
11541,12779,17022
12779,17022,12735
17022,12735,15146
12735,15146,11378
15146,11378,11498
11378,11498,16423
11498,16423,12084
16423,12084,18564
12084,18564,15873
18564,15873,16202
15873,16202,10777
16202,10777,17371
10777,17371,14654
17371,14654,19424
14654,19424,13063
19424,13063,12567
13063,12567,16156
12567,16156,14410
16156,14410,15051
14410,15051,15900
15051,15900,10403
15900,10403,19604
10403,19604,13712
19604,13712,18574
13712,18574,18729
18574,18729,13832
18729,13832,19382
13832,19382,11998
19382,11998,13271
11998,13271,14203
13271,14203,17909
14203,17909,18514
17909,18514,18229
18514,18229,13432
18229,13432,14492
13432,14492,15281
14492,15281,18683
15281,18683,19075
18683,19075,16496
19075,16496,11433
16496,11433,12282
11433,12282,12354
12282,12354,18053
12354,18053,18176
18053,18176,19716
18176,19716,10018
19716,10018,15912
10018,15912,10955
15912,10955,19456
10955,19456,18855
19456,18855,10512
18855,10512,12947
10512,12947,12952
12947,12952,14221
12952,14221,17084
14221,17084,14716
17084,14716,13501
14716,13501,18722
13501,18722,16225
18722,16225,13704
16225,13704,13014
13704,13014,19183
13014,19183,19110
19183,19110,14766
19110,14766,10530
14766,10530,18064
10530,18064,19868
18064,19868,18946
19868,18946,12835
18946,12835,18998
12835,18998,16871
18998,16871,13242
16871,13242,11164
13242,11164,10424
11164,10424,10784
10424,10784,18562
10784,18562,19203
18562,19203,19655
19203,19655,15064
19655,15064,13943
15064,13943,13486
13943,13486,15259
13486,15259,16080
15259,16080,19734
16080,19734,15888
19734,15888,10392
15888,10392,19632
10392,19632,16879
19632,16879,19416
16879,19416,12047
19416,12047,19017
12047,19017,14232
19017,14232,16929
14232,16929,14048
16929,14048,10627
14048,10627,16344
10627,16344,11299
16344,11299,18039
11299,18039,17066
18039,17066,10258
17066,10258,19991
10258,19991,14313
19991,14313,10747
14313,10747,12440
10747,12440,10444
12440,10444,17293
10444,17293,13718
17293,13718,13099
13718,13099,18317
13099,18317,16287
18317,16287,12742
16287,12742,12086
12742,12086,13510
12086,13510,10928
13510,10928,13966
10928,13966,12314
13966,12314,19375
12314,19375,19255
19375,19255,15407
19255,15407,13445
15407,13445,16773
13445,16773,13120
16773,13120,10655
13120,10655,18194
10655,18194,13275
18194,13275,16787
13275,16787,14242
16787,14242,13029
14242,13029,13192
13029,13192,11524
13192,11524,17490
11524,17490,13613
17490,13613,11433
13613,11433,16048
11433,16048,14906
16048,14906,18114
14906,18114,16575
18114,16575,13195
16575,13195,16666
13195,16666,11418
16666,11418,10750
11418,10750,19595
10750,19595,12351
19595,12351,19788
12351,19788,12519
